family_id,restaurant,income,cost,kids,rating,distance,chosen
25,"CafeEccell",56,7.630015,4,2,6.108068,0
25,"LosNortenos",56,10.00535,4,3,4.107169,0
25,"WingsNmore",56,8.639242,4,2,4.867347,1
25,"Christophers",56,26.82152,4,4,9.290244,0
25,"MadCows",56,27.67114,4,5,6.372111,0
26,"Freebirds",10,4.875257,4,0,3.269163,0
26,"MamasPizza",10,5.834739,4,1,2.596107,0
26,"CafeEccell",10,8.927006,4,2,5.395736,0
26,"LosNortenos",10,10.95272,4,3,5.35479,0
26,"WingsNmore",10,8.952352,4,2,3.550243,1
26,"Christophers",10,24.22645,4,4,3.434028,0
26,"MadCows",10,28.28185,4,5,8.643887,0
27,"Freebirds",43,5.247008,2,0,4.004489,0
27,"MamasPizza",43,6.443885,2,1,3.37865,0
27,"CafeEccell",43,8.392149,2,2,5.372983,0
27,"LosNortenos",43,10.30487,2,3,7.348588,1
27,"WingsNmore",43,9.274202,2,2,4.466986,0
27,"Christophers",43,25.43111,2,4,6.3072,0
27,"MadCows",43,26.51317,2,5,5.54535,0
28,"Freebirds",20,5.340866,5,0,4.670734,0
28,"MamasPizza",20,6.052805,5,1,1.976784,0
28,"CafeEccell",20,7.853164,5,2,5.890694,1
28,"LosNortenos",20,9.829086,5,3,6.224827,0
28,"WingsNmore",20,9.00213,5,2,2.759737,0
28,"Christophers",20,25.11191,5,4,6.70443,0
28,"MadCows",20,29.5519,5,5,4.324644,0
29,"Freebirds",58,5.194774,4,0,4.30253,0
29,"MamasPizza",58,6.451877,4,1,3.200693,0
29,"CafeEccell",58,7.757116,4,2,3.414196,1
29,"LosNortenos",58,10.17679,4,3,5.969418,0
29,"WingsNmore",58,9.159799,4,2,3.990247,0
29,"Christophers",58,23.58072,4,4,6.70013,0
29,"MadCows",58,29.71976,4,5,6.891915,0
30,"Freebirds",41,4.963396,3,0,1.734939,0
30,"MamasPizza",41,6.004598,3,1,4.20707,0
30,"CafeEccell",41,7.571823,3,2,4.714964,0
30,"LosNortenos",41,9.997229,3,3,5.533184,0
30,"WingsNmore",41,9.701747,3,2,7.133533,1
30,"Christophers",41,24.61204,3,4,6.273481,0
30,"MadCows",41,29.71285,3,5,7.155788,0
31,"Freebirds",84,4.876366,6,0,3.347508,0
31,"MamasPizza",84,5.718524,6,1,.7810015,0
31,"CafeEccell",84,7.283978,6,2,8.165988,0
31,"LosNortenos",84,9.489125,6,3,6.170512,1
31,"WingsNmore",84,8.528645,6,2,5.317797,0
31,"Christophers",84,21.54784,6,4,3.842847,0
31,"MadCows",84,24.29941,6,5,11.11024,0
32,"Freebirds",45,5.026618,2,0,3.286031,0
32,"MamasPizza",45,6.161473,2,1,3.692284,0
32,"CafeEccell",45,8.26183,2,2,4.674109,0
32,"LosNortenos",45,10.13782,2,3,4.943237,0
32,"WingsNmore",45,9.115051,2,2,6.998274,0
32,"Christophers",45,22.76441,2,4,7.906633,0
32,"MadCows",45,27.53424,2,5,5.946396,1
33,"Freebirds",10,4.437082,1,0,3.40286,0
33,"MamasPizza",10,5.881523,1,1,2.093838,0
33,"CafeEccell",10,7.573114,1,2,7.482416,0
33,"LosNortenos",10,9.616412,1,3,5.492748,1
33,"WingsNmore",10,9.80597,1,2,5.138642,0
33,"Christophers",10,26.37337,1,4,7.621079,0
33,"MadCows",10,23.81382,1,5,9.021073,0
34,"Freebirds",40,5.101104,2,0,5.479042,0
34,"MamasPizza",40,5.226403,2,1,1.902341,0
34,"CafeEccell",40,7.784675,2,2,3.791795,0
34,"LosNortenos",40,9.785319,2,3,5.923803,1
34,"WingsNmore",40,8.628245,2,2,6.936456,0
34,"Christophers",40,24.2135,2,4,6.621146,0
34,"MadCows",40,26.37173,2,5,4.986762,0
35,"Freebirds",37,4.627741,4,0,1.726928,0
35,"MamasPizza",37,6.046776,4,1,4.289227,1
35,"CafeEccell",37,7.159785,4,2,5.017073,0
35,"LosNortenos",37,11.12101,4,3,6.219872,0
35,"WingsNmore",37,8.96137,4,2,6.297899,0
35,"Christophers",37,26.65024,4,4,8.776297,0
35,"MadCows",37,28.53097,4,5,7.242753,0
36,"Freebirds",46,4.697673,4,0,4.570864,0
36,"MamasPizza",46,6.266597,4,1,2.364221,0
36,"CafeEccell",46,7.429207,4,2,7.090432,1
36,"LosNortenos",46,9.577543,4,3,4.851486,0
36,"WingsNmore",46,8.90195,4,2,4.834666,0
36,"Christophers",46,27.29591,4,4,6.484397,0
36,"MadCows",46,29.13211,4,5,9.637782,0
37,"Freebirds",70,5.279223,2,0,2.258718,0
37,"MamasPizza",70,5.680821,2,1,2.274249,0
37,"CafeEccell",70,8.474752,2,2,4.431726,0
37,"LosNortenos",70,10.33037,2,3,4.526663,0
37,"WingsNmore",70,8.790586,2,2,6.192782,1
37,"Christophers",70,27.22614,2,4,5.546569,0
37,"MadCows",70,28.5521,2,5,5.254791,0
38,"Freebirds",36,4.761137,1,0,2.005853,0
38,"MamasPizza",36,6.1861,1,1,4.126204,0
38,"CafeEccell",36,7.720473,1,2,4.511489,0
38,"LosNortenos",36,9.335488,1,3,5.157606,0
38,"WingsNmore",36,8.099918,1,2,4.373291,1
38,"Christophers",36,25.24711,1,4,2.961251,0
38,"MadCows",36,31.21171,1,5,10.37494,0
39,"Freebirds",39,4.788476,2,0,3.464931,0
39,"MamasPizza",39,6.048403,2,1,4.254659,0
39,"CafeEccell",39,8.657785,2,2,4.680506,1
39,"LosNortenos",39,8.889733,2,3,6.526253,0
39,"WingsNmore",39,9.928957,2,2,4.358019,0
39,"Christophers",39,24.68304,2,4,7.692234,0
39,"MadCows",39,25.74635,2,5,9.159653,0
40,"Freebirds",56,5.379154,4,0,4.971954,0
40,"MamasPizza",56,6.113881,4,1,4.42114,0
40,"CafeEccell",56,7.278994,4,2,4.478143,0
40,"LosNortenos",56,9.61626,4,3,4.732261,1
40,"WingsNmore",56,8.751692,4,2,5.938535,0
40,"Christophers",56,25.72649,4,4,6.035429,0
40,"MadCows",56,26.80978,4,5,8.233768,0
41,"Freebirds",74,4.487455,1,0,1.550118,0
41,"MamasPizza",74,6.461582,1,1,3.450003,0
41,"CafeEccell",74,7.46864,1,2,3.840336,0
41,"LosNortenos",74,9.574166,1,3,5.030517,0
41,"WingsNmore",74,9.854265,1,2,2.704647,0
41,"Christophers",74,26.64795,1,4,6.311168,1
41,"MadCows",74,32.14653,1,5,9.70135,0
42,"Freebirds",17,4.94161,2,0,1.772915,1
42,"MamasPizza",17,5.905704,2,1,3.033731,0
42,"CafeEccell",17,8.287978,2,2,5.083724,0
42,"LosNortenos",17,9.805676,2,3,5.155436,0
42,"WingsNmore",17,9.314246,2,2,6.310095,0
42,"Christophers",17,27.09623,2,4,10.09575,0
42,"MadCows",17,26.59145,2,5,7.264963,0
43,"Freebirds",30,4.951198,3,0,4.197508,0
43,"MamasPizza",30,6.65567,3,1,3.246627,0
43,"CafeEccell",30,7.455199,3,2,5.26844,1
43,"LosNortenos",30,11.07967,3,3,5.291314,0
43,"WingsNmore",30,9.307995,3,2,6.456836,0
43,"Christophers",30,27.69919,3,4,7.152807,0
43,"MadCows",30,30.52225,3,5,5.009,0
44,"Freebirds",37,5.057628,1,0,3.284427,0
44,"MamasPizza",37,5.441555,1,1,2.308409,0
44,"CafeEccell",37,7.945731,1,2,3.900268,1
44,"LosNortenos",37,11.27949,1,3,5.945418,0
44,"WingsNmore",37,8.439527,1,2,2.706321,0
44,"Christophers",37,21.79896,1,4,6.417755,0
44,"MadCows",37,26.07016,1,5,6.533503,0
45,"Freebirds",36,6.03983,1,0,2.871799,0
45,"MamasPizza",36,5.823088,1,1,3.824546,0
45,"CafeEccell",36,8.457343,1,2,5.541662,0
45,"LosNortenos",36,9.605594,1,3,4.911053,1
45,"WingsNmore",36,8.760888,1,2,4.464078,0
45,"Christophers",36,25.42412,1,4,9.387304,0
45,"MadCows",36,32.21008,1,5,9.93559,0
46,"Freebirds",40,4.913082,2,0,1.908079,1
46,"MamasPizza",40,5.687091,2,1,2.720102,0
46,"CafeEccell",40,8.735716,2,2,5.084849,0
46,"LosNortenos",40,9.498985,2,3,3.219836,0
46,"WingsNmore",40,8.89343,2,2,2.970404,0
46,"Christophers",40,24.36452,2,4,6.627638,0
46,"MadCows",40,23.58029,2,5,7.009925,0
47,"Freebirds",36,5.153027,2,0,2.369802,0
47,"MamasPizza",36,6.469071,2,1,4.031909,0
47,"CafeEccell",36,7.437509,2,2,3.988652,1
47,"LosNortenos",36,10.61856,2,3,3.892709,0
47,"WingsNmore",36,9.312389,2,2,5.797832,0
47,"Christophers",36,26.49091,2,4,7.921298,0
47,"MadCows",36,29.53155,2,5,7.911461,0
48,"Freebirds",10,4.814833,4,0,3.04861,0
48,"MamasPizza",10,5.694825,4,1,2.243046,0
48,"CafeEccell",10,7.948142,4,2,2.071386,1
48,"LosNortenos",10,9.028129,4,3,5.34338,0
48,"WingsNmore",10,8.38517,4,2,3.05731,0
48,"Christophers",10,26.5373,4,4,6.216144,0
48,"MadCows",10,22.2718,4,5,8.120734,0
49,"Freebirds",75,5.337309,3,0,2.850226,0
49,"MamasPizza",75,5.545482,3,1,3.362514,1
49,"CafeEccell",75,7.88444,3,2,4.409029,0
49,"LosNortenos",75,10.3381,3,3,5.821523,0
49,"WingsNmore",75,9.321054,3,2,5.469864,0
49,"Christophers",75,24.70185,3,4,6.48476,0
49,"MadCows",75,25.30981,3,5,5.268611,0
50,"Freebirds",35,4.706947,1,0,3.489795,0
50,"MamasPizza",35,6.508385,1,1,3.259144,0
50,"CafeEccell",35,7.338938,1,2,5.490939,0
50,"LosNortenos",35,10.67757,1,3,4.986682,0
50,"WingsNmore",35,9.579054,1,2,3.584665,1
50,"Christophers",35,24.60409,1,4,5.309185,0
50,"MadCows",35,25.63987,1,5,11.63007,0
51,"Freebirds",10,4.895221,3,0,3.600689,0
51,"MamasPizza",10,6.091611,3,1,2.013433,0
51,"CafeEccell",10,7.728446,3,2,6.715259,0
51,"LosNortenos",10,10.7975,3,3,4.989388,1
51,"WingsNmore",10,9.116051,3,2,5.498467,0
51,"Christophers",10,23.81312,3,4,10.42946,0
51,"MadCows",10,25.1063,3,5,5.187932,0
52,"Freebirds",41,4.781469,2,0,.3529477,0
52,"MamasPizza",41,6.168193,2,1,3.15597,0
52,"CafeEccell",41,8.41506,2,2,4.723913,0
52,"LosNortenos",41,10.6373,2,3,4.524069,0
52,"WingsNmore",41,8.044778,2,2,6.16537,1
52,"Christophers",41,26.14671,2,4,4.292065,0
52,"MadCows",41,28.7335,2,5,9.135745,0
53,"Freebirds",47,5.522242,4,0,2.74938,0
53,"MamasPizza",47,6.503445,4,1,3.206209,0
53,"CafeEccell",47,7.132656,4,2,5.007447,1
53,"LosNortenos",47,10.28369,4,3,4.929292,0
53,"WingsNmore",47,8.270343,4,2,5.831448,0
53,"Christophers",47,23.77403,4,4,5.659741,0
53,"MadCows",47,27.91688,4,5,6.619205,0
54,"Freebirds",29,4.809278,5,0,3.757065,0
54,"MamasPizza",29,6.221842,5,1,1.852168,0
54,"CafeEccell",29,8.124888,5,2,5.104823,0
54,"LosNortenos",29,10.59653,5,3,7.237356,0
54,"WingsNmore",29,8.289507,5,2,3.530439,1
54,"Christophers",29,26.18394,5,4,3.717265,0
54,"MadCows",29,21.38577,5,5,7.050783,0
55,"Freebirds",63,4.98473,4,0,2.576536,0
55,"MamasPizza",63,5.792445,4,1,3.145141,0
55,"CafeEccell",63,7.522319,4,2,5.494589,0
55,"LosNortenos",63,10.19456,4,3,5.832427,0
55,"WingsNmore",63,9.154716,4,2,5.542915,0
55,"Christophers",63,25.66334,4,4,8.373789,0
55,"MadCows",63,26.52392,4,5,7.890378,1
56,"Freebirds",47,5.326409,1,0,1.501396,0
56,"MamasPizza",47,5.931963,1,1,4.566566,0
56,"CafeEccell",47,8.011374,1,2,3.913001,0
56,"LosNortenos",47,9.930536,1,3,3.953311,1
56,"WingsNmore",47,9.275458,1,2,7.836783,0
56,"Christophers",47,25.01115,1,4,8.029248,0
56,"MadCows",47,26.49386,1,5,8.651391,0
57,"Freebirds",46,4.915247,4,0,2.713146,0
57,"MamasPizza",46,5.721216,4,1,2.37964,0
57,"CafeEccell",46,7.813568,4,2,3.542847,0
57,"LosNortenos",46,9.517611,4,3,3.484406,0
57,"WingsNmore",46,8.731356,4,2,6.53335,0
57,"Christophers",46,24.6949,4,4,7.320968,1
57,"MadCows",46,30.98293,4,5,6.665224,0
58,"Freebirds",39,4.514223,4,0,2.158021,0
58,"MamasPizza",39,5.642078,4,1,3.038855,0
58,"CafeEccell",39,7.445323,4,2,3.315448,0
58,"LosNortenos",39,9.837622,4,3,3.183022,1
58,"WingsNmore",39,8.745356,4,2,3.936398,0
58,"Christophers",39,27.195,4,4,4.633755,0
58,"MadCows",39,27.67108,4,5,8.093712,0
59,"Freebirds",35,5.029395,3,0,2.983624,0
59,"MamasPizza",35,5.44892,3,1,2.794928,0
59,"CafeEccell",35,7.931912,3,2,4.590994,0
59,"LosNortenos",35,9.283512,3,3,4.895298,0
59,"WingsNmore",35,9.221697,3,2,6.698134,0
59,"Christophers",35,24.39732,3,4,5.183316,1
59,"MadCows",35,28.2541,3,5,5.579864,0
60,"Freebirds",15,5.151574,2,0,3.230886,0
60,"MamasPizza",15,6.061497,2,1,3.413137,0
60,"CafeEccell",15,8.117237,2,2,3.253537,0
60,"LosNortenos",15,10.22645,2,3,5.885778,0
60,"WingsNmore",15,9.70936,2,2,4.390854,1
60,"Christophers",15,23.03238,2,4,8.30064,0
60,"MadCows",15,26.78982,2,5,7.19914,0
61,"Freebirds",44,4.684837,4,0,1.463805,0
61,"MamasPizza",44,5.512354,4,1,3.458544,0
61,"CafeEccell",44,7.452042,4,2,5.794262,0
61,"LosNortenos",44,9.669789,4,3,4.597201,0
61,"WingsNmore",44,9.841275,4,2,5.354464,1
61,"Christophers",44,21.36287,4,4,9.511759,0
61,"MadCows",44,28.60886,4,5,9.25288,0
62,"Freebirds",57,4.971215,3,0,2.90784,0
62,"MamasPizza",57,5.546112,3,1,3.71584,0
62,"CafeEccell",57,7.811113,3,2,5.204473,0
62,"LosNortenos",57,8.87533,3,3,7.86218,1
62,"WingsNmore",57,8.663641,3,2,6.054514,0
62,"Christophers",57,25.23226,3,4,8.380738,0
62,"MadCows",57,29.46792,3,5,7.665671,0
63,"Freebirds",54,5.670861,4,0,5.088137,0
63,"MamasPizza",54,6.048953,4,1,3.575961,0
63,"CafeEccell",54,8.082527,4,2,2.872475,0
63,"LosNortenos",54,10.7136,4,3,5.665283,1
63,"WingsNmore",54,9.282024,4,2,4.845353,0
63,"Christophers",54,24.00502,4,4,7.047727,0
63,"MadCows",54,27.82691,4,5,5.619602,0
64,"Freebirds",29,4.932324,4,0,2.305269,0
64,"MamasPizza",29,6.345778,4,1,2.350088,0
64,"CafeEccell",29,8.217878,4,2,3.723241,0
64,"LosNortenos",29,9.427706,4,3,4.797052,0
64,"WingsNmore",29,8.864194,4,2,5.096677,1
64,"Christophers",29,23.80593,4,4,8.220514,0
64,"MadCows",29,26.8116,4,5,5.871931,0
65,"Freebirds",21,4.893406,2,0,2.321762,0
65,"MamasPizza",21,5.844689,2,1,3.135041,0
65,"CafeEccell",21,8.327716,2,2,3.82596,0
65,"LosNortenos",21,10.62119,2,3,4.344449,1
65,"WingsNmore",21,8.70518,2,2,4.362266,0
65,"Christophers",21,24.3671,2,4,8.464674,0
65,"MadCows",21,22.52705,2,5,2.588328,0
66,"Freebirds",24,4.905846,1,0,5.013118,0
66,"MamasPizza",24,5.500988,1,1,3.23386,0
66,"CafeEccell",24,9.201966,1,2,5.580098,0
66,"LosNortenos",24,9.994574,1,3,3.945256,1
66,"WingsNmore",24,7.805129,1,2,7.255167,0
66,"Christophers",24,24.63022,1,4,10.22837,0
66,"MadCows",24,26.63323,1,5,3.297417,0
67,"Freebirds",41,4.7458,2,0,1.013414,0
67,"MamasPizza",41,5.808959,2,1,3.160507,0
67,"CafeEccell",41,7.921238,2,2,4.801202,1
67,"LosNortenos",41,9.66681,2,3,4.23986,0
67,"WingsNmore",41,8.310053,2,2,4.073818,0
67,"Christophers",41,27.13958,2,4,5.474619,0
67,"MadCows",41,25.60139,2,5,7.805851,0
68,"Freebirds",64,4.553249,2,0,.1538092,0
68,"MamasPizza",64,6.049627,2,1,3.771415,0
68,"CafeEccell",64,7.795473,2,2,6.596569,1
68,"LosNortenos",64,10.51737,2,3,3.102283,0
68,"WingsNmore",64,8.718485,2,2,5.917765,0
68,"Christophers",64,24.15327,2,4,10.52712,0
68,"MadCows",64,30.16152,2,5,5.850522,0
69,"Freebirds",25,4.819889,2,0,2.571619,0
69,"MamasPizza",25,5.798357,2,1,1.564842,0
69,"CafeEccell",25,8.35795,2,2,5.083091,1
69,"LosNortenos",25,10.54926,2,3,2.317965,0
69,"WingsNmore",25,8.677221,2,2,5.261446,0
69,"Christophers",25,26.66634,2,4,5.800139,0
69,"MadCows",25,27.56711,2,5,6.050909,0
70,"Freebirds",60,4.957637,3,0,2.253891,0
70,"MamasPizza",60,5.535444,3,1,4.000742,0
70,"CafeEccell",60,7.512839,3,2,3.840212,0
70,"LosNortenos",60,10.21325,3,3,6.77823,0
70,"WingsNmore",60,9.179425,3,2,3.103852,0
70,"Christophers",60,24.32265,3,4,7.335557,1
70,"MadCows",60,25.4272,3,5,6.431897,0
71,"Freebirds",45,5.201276,4,0,3.717024,0
71,"MamasPizza",45,6.016697,4,1,2.454634,0
71,"CafeEccell",45,7.465454,4,2,7.237428,0
71,"LosNortenos",45,10.82965,4,3,6.099916,0
71,"WingsNmore",45,10.23903,4,2,7.732214,0
71,"Christophers",45,23.4666,4,4,5.732167,1
71,"MadCows",45,29.74689,4,5,2.87918,0
72,"Freebirds",39,4.524749,2,0,1.849531,0
72,"MamasPizza",39,5.80526,2,1,3.108104,0
72,"CafeEccell",39,7.627285,2,2,3.558796,0
72,"LosNortenos",39,10.17279,2,3,4.464903,1
72,"WingsNmore",39,8.716928,2,2,4.460719,0
72,"Christophers",39,21.47503,2,4,7.687411,0
72,"MadCows",39,25.81081,2,5,10.90737,0
73,"Freebirds",16,5.463735,5,0,1.391078,0
73,"MamasPizza",16,5.736597,5,1,3.307387,0
73,"CafeEccell",16,7.449464,5,2,5.698641,0
73,"LosNortenos",16,9.386922,5,3,3.526897,1
73,"WingsNmore",16,9.873279,5,2,5.145888,0
73,"Christophers",16,24.03564,5,4,5.491645,0
73,"MadCows",16,27.90222,5,5,5.102119,0
